studentid;emaildatum;anzahl_emails
31255056;11.07.2019;1
31255365;11.07.2019;2
31260216;11.07.2019;1
31256526;11.07.2019;2
31262466;11.07.2019;1
31239186;11.07.2019;1
31242735;11.07.2019;1
31249839;11.07.2019;1
31249878;11.07.2019;1
30939876;11.07.2019;1
31262055;11.07.2019;1
31256976;11.07.2019;1
31247454;11.07.2019;1
31240908;10.01.2020;1
30413823;11.07.2019;1
31253721;11.07.2019;1
31259793;11.07.2019;2
31250268;11.07.2019;2
30839070;10.01.2020;1
31236177;10.01.2020;1
31246413;11.07.2019;1
30458649;11.07.2019;1
31233300;10.01.2020;1
31259529;11.07.2019;1
31247043;11.07.2019;1
28145343;11.07.2019;1
31241472;10.01.2020;1
27793950;11.07.2019;1
31256970;11.07.2019;1
31256241;11.07.2019;1
31257012;11.07.2019;2
31257045;11.07.2019;1
31255944;11.07.2019;1
30060699;10.01.2020;1
31234704;12.07.2019;1
31256685;12.07.2019;1
31261323;12.07.2019;1
31253682;12.07.2019;1
31250841;12.07.2019;1
31255761;12.07.2019;1
31259862;12.07.2019;1
31254024;12.07.2019;1
31237422;12.07.2019;1
31255212;12.07.2019;1
30200334;12.07.2019;1
31210911;11.01.2020;3
31258056;12.07.2019;1
31254810;12.07.2019;1
31237872;12.07.2019;1
31260459;12.07.2019;2
31256793;12.07.2019;2
31251237;12.07.2019;1
31252656;12.07.2019;1
31241640;12.07.2019;1
31254561;12.07.2019;1
31255425;13.07.2019;1
31140309;13.07.2019;1
31255530;13.07.2019;1
31259199;13.07.2019;1
31258704;13.07.2019;1
31246599;13.07.2019;1
31254219;13.07.2019;1
31247319;13.07.2019;1
31255557;13.07.2019;1
31243296;13.07.2019;1
27474636;13.07.2019;1
31257447;13.07.2019;1
31255659;13.07.2019;2
31256355;11.01.2020;1
31254894;13.07.2019;1
31256874;13.07.2019;1
31249209;13.07.2019;1
31241529;13.07.2019;1
31256907;13.07.2019;1
31238259;11.01.2020;1
31258833;13.07.2019;2
31255329;13.07.2019;1
31260231;13.07.2019;1
31257117;13.07.2019;1
31248993;13.07.2019;1
31258119;13.07.2019;1
31254009;13.07.2019;1
27838899;11.01.2020;1
28063863;14.07.2019;1
31238265;11.01.2020;1
31259997;14.07.2019;1
30647718;11.01.2020;1
31248888;11.01.2020;1
31234959;14.07.2019;1
31257420;14.07.2019;1
31255563;14.07.2019;1
31245063;14.07.2019;1
31250526;14.07.2019;1
31255659;14.07.2019;1
31254039;14.07.2019;1
31238991;11.01.2020;2
31257693;14.07.2019;1
31260060;14.07.2019;1
31254546;14.07.2019;2
31260780;14.07.2019;1
31259544;14.07.2019;1
31254798;11.01.2020;1
31252050;14.07.2019;1
31232187;14.07.2019;1
31236306;11.01.2020;1
31250925;15.07.2019;1
31257636;15.07.2019;2
31232865;15.07.2019;1
31226799;16.07.2019;1
31258215;16.07.2019;1
31257015;16.07.2019;1
31245282;16.07.2019;1
27893613;12.01.2020;1
31225455;16.07.2019;1
31245264;16.07.2019;1
31258167;16.07.2019;1
31220538;16.07.2019;1
31224564;12.01.2020;1
31259202;16.07.2019;1
31237077;17.07.2019;1
31258794;17.07.2019;1
31256067;17.07.2019;1
31240839;17.07.2019;1
31256229;17.07.2019;1
31250286;12.01.2020;1
31230381;17.07.2019;1
31232937;17.07.2019;1
30586278;17.07.2019;1
31261431;17.07.2019;1
30737535;12.01.2020;1
31232772;17.07.2019;1
31256205;17.07.2019;1
31256127;17.07.2019;1
31259076;17.07.2019;1
31259094;17.07.2019;1
31259451;17.07.2019;1
31106202;17.07.2019;1
31257762;17.07.2019;1
31259793;17.07.2019;1
31258092;17.07.2019;1
31241532;17.07.2019;2
31212867;17.07.2019;1
31232556;12.01.2020;1
31261368;12.01.2020;1
30538281;17.07.2019;1
30528021;17.07.2019;1
31241022;12.01.2020;1
31246455;17.07.2019;1
31251135;12.01.2020;1
31236897;12.01.2020;1
31250880;12.01.2020;1
31222371;18.07.2019;1
31236705;18.07.2019;1
31260516;18.07.2019;1
31256853;18.07.2019;1
31257993;12.01.2020;1
31238328;12.01.2020;1
31258113;18.07.2019;1
31248231;18.07.2019;1
31257048;18.07.2019;1
31258617;18.07.2019;1
31258161;18.07.2019;1
30513786;18.07.2019;1
31233222;12.01.2020;1
31258248;18.07.2019;1
31259109;18.07.2019;1
28101318;18.07.2019;1
31257045;18.07.2019;1
31238970;18.07.2019;1
31256685;18.07.2019;1
31248924;13.01.2020;1
31219434;19.07.2019;1
31259400;19.07.2019;1
31251738;19.07.2019;1
31243053;19.07.2019;1
31224738;13.01.2020;3
30638577;19.07.2019;2
31236543;13.01.2020;1
31255665;19.07.2019;1
31259094;19.07.2019;1
31256736;19.07.2019;1
31258185;19.07.2019;1
30627717;19.07.2019;1
31253109;28.06.2019;1
31252452;19.07.2019;1
31259592;19.07.2019;1
31253196;28.06.2019;1
31260471;28.06.2019;1
31248837;28.06.2019;1
31250880;28.06.2019;2
31251912;28.06.2019;1
31256178;19.07.2019;1
31252806;28.06.2019;1
31250106;19.07.2019;1
30763929;19.07.2019;1
31238952;19.07.2019;1
31240683;19.07.2019;1
31256637;28.06.2019;1
31259226;28.06.2019;1
31252674;28.06.2019;1
31246782;20.07.2019;1
31259754;20.07.2019;1
30446415;20.07.2019;1
31262367;20.07.2019;1
31258992;29.06.2019;2
31252035;29.06.2019;1
31241196;20.07.2019;1
31261308;20.07.2019;1
31256850;20.07.2019;1
31259895;20.07.2019;1
27766752;20.07.2019;1
31253004;29.06.2019;1
31251171;29.06.2019;1
31258611;20.07.2019;2
31253190;29.06.2019;1
31260774;20.07.2019;1
31259199;29.06.2019;1
31251786;29.06.2019;1
31252179;29.06.2019;1
30585588;29.06.2019;1
31256025;29.06.2019;1
31259355;20.07.2019;1
31237374;20.07.2019;1
31236138;20.07.2019;1
31247202;20.07.2019;1
31252077;29.06.2019;1
28181388;20.07.2019;1
31254297;29.06.2019;1
31255848;29.06.2019;1
31232274;20.07.2019;1
31256625;20.07.2019;1
31250178;29.06.2019;1
31252854;29.06.2019;1
31253046;29.06.2019;1
31258704;29.06.2019;1
31253109;29.06.2019;2
30435021;30.06.2019;1
31252854;21.07.2019;1
27328659;21.07.2019;1
31258482;30.06.2019;1
30627717;21.07.2019;1
31252500;21.07.2019;1
31204170;21.07.2019;1
31260360;21.07.2019;1
31251579;30.06.2019;1
31226799;21.07.2019;1
31259829;21.07.2019;1
31259196;21.07.2019;1
31246455;21.07.2019;1
31215126;30.06.2019;1
31226217;30.06.2019;1
31259223;21.07.2019;1
31260723;21.07.2019;1
30808614;30.06.2019;1
31257012;21.07.2019;1
31260846;21.07.2019;1
31215033;30.06.2019;1
31256040;30.06.2019;1
31258383;21.07.2019;1
31261515;21.07.2019;2
31247214;21.07.2019;1
31247214;01.07.2019;1
31242183;01.07.2019;1
31260645;01.07.2019;1
31246548;22.07.2019;2
31249050;22.07.2019;1
31251759;01.07.2019;1
30413823;01.07.2019;1
31236639;01.07.2019;1
31256835;22.07.2019;1
31247892;22.07.2019;1
31261644;22.07.2019;1
31224870;22.07.2019;1
31258080;22.07.2019;1
31250442;22.07.2019;1
31220694;02.07.2019;1
31228350;02.07.2019;1
30589872;02.07.2019;1
28237503;03.07.2019;1
31258842;23.07.2019;2
31253013;23.07.2019;1
31232232;23.07.2019;1
31260846;23.07.2019;1
30951078;23.07.2019;1
31249605;03.07.2019;1
31255119;03.07.2019;1
30951078;24.07.2019;1
31256007;24.07.2019;1
28063863;24.07.2019;1
31242861;03.07.2019;1
30897198;03.07.2019;1
31254495;03.07.2019;1
31253058;24.07.2019;1
31248837;03.07.2019;1
31238223;24.07.2019;1
30353436;24.07.2019;1
31237917;24.07.2019;1
31260153;24.07.2019;1
31258629;24.07.2019;1
31258632;24.07.2019;1
31259811;24.07.2019;1
31228257;24.07.2019;1
31260249;24.07.2019;1
31253007;24.07.2019;1
31254225;04.07.2019;1
31250859;04.07.2019;1
31261812;24.07.2019;1
31238097;04.07.2019;1
31257345;04.07.2019;1
30595821;04.07.2019;1
31241307;24.07.2019;1
31259220;24.07.2019;3
31262133;24.07.2019;1
31238739;04.07.2019;1
31255269;04.07.2019;1
31262466;24.07.2019;1
31262412;24.07.2019;1
30429006;25.07.2019;1
31252455;04.07.2019;1
31257387;04.07.2019;1
31253955;04.07.2019;1
31230192;04.07.2019;1
31243911;25.07.2019;2
31260987;25.07.2019;1
31259109;25.07.2019;1
31136100;04.07.2019;1
31232937;04.07.2019;1
31223571;25.07.2019;1
31258131;04.07.2019;1
31246767;04.07.2019;1
31259199;25.07.2019;1
31253265;05.07.2019;1
31255911;05.07.2019;1
31250268;25.07.2019;2
31260234;25.07.2019;3
31262409;25.07.2019;1
27589911;25.07.2019;1
31258209;25.07.2019;1
31262472;25.07.2019;1
31259505;25.07.2019;1
31256853;05.07.2019;1
31206960;05.07.2019;1
31257489;25.07.2019;1
31260435;25.07.2019;1
31251999;05.07.2019;1
31243086;05.07.2019;1
31223079;05.07.2019;1
31239633;05.07.2019;1
31008366;05.07.2019;1
31256511;05.07.2019;1
31257900;05.07.2019;1
31253544;06.07.2019;1
30208173;06.07.2019;1
31254765;06.07.2019;1
31258791;06.07.2019;1
31254846;06.07.2019;2
28077948;06.07.2019;1
31257969;06.07.2019;1
31255659;06.07.2019;1
31239633;06.07.2019;1
31241322;06.07.2019;2
31258068;06.07.2019;1
31259166;06.07.2019;1
31260270;06.07.2019;1
31256616;09.08.2019;1
31253007;09.08.2019;1
31248882;09.08.2019;1
31259772;09.08.2019;1
27301470;09.08.2019;1
31244742;09.08.2019;1
31250916;09.08.2019;1
31253742;09.08.2019;1
31064262;09.08.2019;1
31259919;09.08.2019;1
31244715;26.07.2019;1
31252602;09.08.2019;1
31228980;09.08.2019;1
31240131;09.08.2019;1
31235940;09.08.2019;1
31222815;09.08.2019;1
30829062;09.08.2019;1
31237431;09.08.2019;3
31251477;26.07.2019;2
31261245;26.07.2019;1
31260573;26.07.2019;2
31246449;09.08.2019;1
31232190;09.08.2019;1
31243656;26.07.2019;1
28055844;10.08.2019;1
31274850;10.08.2019;4
31257234;26.07.2019;1
31258080;26.07.2019;1
31253742;26.07.2019;1
27893613;10.08.2019;1
31259541;27.07.2019;1
31236639;10.08.2019;1
31260396;10.08.2019;1
31260090;27.07.2019;1
31261944;27.07.2019;2
28015575;27.07.2019;1
31260471;10.08.2019;1
30163392;27.07.2019;1
31262082;27.07.2019;1
27560577;10.08.2019;1
31251723;27.07.2019;1
31242288;27.07.2019;1
31261674;28.07.2019;1
31241808;28.07.2019;1
31261710;28.07.2019;1
31264806;10.08.2019;4
31156386;28.07.2019;1
31259085;28.07.2019;1
31232400;10.08.2019;2
31234308;28.07.2019;1
31260738;28.07.2019;1
31262580;28.07.2019;2
31260234;28.07.2019;1
31240809;10.08.2019;1
30718431;28.07.2019;1
30460641;10.08.2019;1
31259856;28.07.2019;1
31245648;10.08.2019;1
31236420;10.08.2019;1
31260423;28.07.2019;1
31228695;10.08.2019;1
31251237;29.07.2019;1
31248441;11.08.2019;1
31258482;29.07.2019;1
31262565;29.07.2019;1
31209738;29.07.2019;1
31261878;29.07.2019;1
30465042;29.07.2019;1
30937833;29.07.2019;1
31259166;29.07.2019;1
31249554;29.07.2019;1
31259592;11.08.2019;1
31238994;11.08.2019;1
31096821;11.08.2019;1
30260598;11.08.2019;1
31253421;30.07.2019;1
31219527;11.08.2019;1
30432786;11.08.2019;1
31213359;11.08.2019;1
27777426;11.08.2019;1
31261785;31.07.2019;1
31262400;31.07.2019;1
31255545;11.08.2019;1
31262187;31.07.2019;1
31253898;31.07.2019;1
31248591;11.08.2019;1
30908652;31.07.2019;1
31210593;12.08.2019;1
27427707;12.08.2019;1
31241559;31.07.2019;1
31226700;12.08.2019;1
30893037;31.07.2019;1
31238496;12.08.2019;1
31248120;12.08.2019;1
31256364;12.08.2019;1
31255503;12.08.2019;1
31237731;12.08.2019;1
31232073;12.08.2019;1
31252494;31.07.2019;1
31228554;31.07.2019;2
31256724;31.07.2019;1
31251459;31.07.2019;1
31262361;31.07.2019;1
30654105;12.08.2019;3
31259166;12.08.2019;2
31248516;12.08.2019;2
31248663;12.08.2019;1
31260762;01.08.2019;1
31261143;13.08.2019;1
27379470;13.08.2019;1
31261818;13.08.2019;2
31259754;01.08.2019;1
31249029;13.08.2019;1
31257822;13.08.2019;1
30970935;13.08.2019;1
31253994;13.08.2019;1
31256205;13.08.2019;2
31260003;01.08.2019;1
31220973;01.08.2019;1
30375948;01.08.2019;1
31218153;14.08.2019;1
31250178;01.08.2019;2
31250730;01.08.2019;1
31261182;01.08.2019;1
31253268;14.08.2019;1
31251774;01.08.2019;1
31262385;01.08.2019;1
31251792;01.08.2019;1
31251759;14.08.2019;1
31244853;14.08.2019;1
30739008;14.08.2019;1
31233450;14.08.2019;1
31235763;14.08.2019;1
31249020;14.08.2019;1
31248144;02.08.2019;1
31051749;02.08.2019;1
30618147;02.08.2019;1
31250268;02.08.2019;1
31024200;02.08.2019;1
31237794;02.08.2019;2
31261149;02.08.2019;1
31111197;02.08.2019;1
31244889;14.08.2019;2
31228113;02.08.2019;1
28229883;02.08.2019;1
31252452;02.08.2019;1
31255962;02.08.2019;1
30746238;02.08.2019;1
31256127;02.08.2019;2
31258836;02.08.2019;2
31208100;14.08.2019;1
30775464;02.08.2019;1
31262214;02.08.2019;1
31241007;14.08.2019;1
31261815;02.08.2019;1
31236270;14.08.2019;1
31252425;02.08.2019;1
31020732;02.08.2019;1
31253463;02.08.2019;1
31204182;02.08.2019;1
31235481;02.08.2019;1
31256562;02.08.2019;1
31258662;02.08.2019;1
31239684;02.08.2019;2
31075581;14.08.2019;1
31259376;02.08.2019;1
31239186;02.08.2019;1
31259220;03.08.2019;1
31235835;03.08.2019;1
31241808;15.08.2019;1
27893613;03.08.2019;1
31217196;03.08.2019;1
30650610;15.08.2019;1
30060699;03.08.2019;1
31248705;03.08.2019;1
31210008;03.08.2019;1
30718431;15.08.2019;1
31246971;15.08.2019;1
28120302;03.08.2019;1
31241325;15.08.2019;1
30687072;15.08.2019;1
31230483;15.08.2019;1
31138569;15.08.2019;1
31257900;15.08.2019;1
31254528;03.08.2019;1
31243269;15.08.2019;2
31248477;15.08.2019;1
31237992;15.08.2019;1
31252380;03.08.2019;1
31255317;03.08.2019;1
31245738;15.08.2019;1
31228302;15.08.2019;1
31247022;15.08.2019;1
31229655;03.08.2019;1
31262472;15.08.2019;1
31256151;16.08.2019;1
31247502;16.08.2019;2
31237119;03.08.2019;1
31248657;16.08.2019;1
31261515;03.08.2019;1
31248294;16.08.2019;1
31012128;16.08.2019;1
31236231;16.08.2019;1
31150452;16.08.2019;1
31254219;16.08.2019;2
27301470;04.08.2019;1
31255962;16.08.2019;2
31233507;04.08.2019;1
31230192;16.08.2019;1
31259529;04.08.2019;1
31249917;04.08.2019;1
31251747;16.08.2019;1
30692310;16.08.2019;1
31256301;04.08.2019;1
31237890;04.08.2019;1
31241367;16.08.2019;1
31250268;04.08.2019;1
31257546;16.08.2019;1
31255119;16.08.2019;1
31236486;16.08.2019;1
31251873;16.08.2019;1
31262367;04.08.2019;2
30832059;04.08.2019;1
31258071;16.08.2019;1
31257969;04.08.2019;1
30618147;04.08.2019;1
31251171;16.08.2019;1
31226289;17.08.2019;1
30953508;04.08.2019;1
31254267;04.08.2019;1
31250163;04.08.2019;1
31246026;04.08.2019;1
31249329;04.08.2019;1
31257993;04.08.2019;1
31239309;17.08.2019;1
30435732;17.08.2019;1
31254414;05.08.2019;1
31261644;17.08.2019;1
31246581;17.08.2019;1
31251348;17.08.2019;1
31251636;05.08.2019;1
31261449;05.08.2019;1
31240659;05.08.2019;3
31246035;17.08.2019;1
28143918;05.08.2019;1
31261182;17.08.2019;1
31223721;05.08.2019;1
30948093;05.08.2019;1
31210530;05.08.2019;1
31256178;17.08.2019;2
30163392;18.08.2019;1
31231812;06.08.2019;1
31246389;18.08.2019;1
31206384;06.08.2019;1
31241244;06.08.2019;1
31232100;06.08.2019;1
31258014;18.08.2019;1
31249776;06.08.2019;2
31248627;18.08.2019;1
31249437;06.08.2019;1
31256592;18.08.2019;1
31260045;06.08.2019;1
31247226;18.08.2019;1
31241022;07.08.2019;1
31249155;07.08.2019;1
31261083;07.08.2019;1
31260651;07.08.2019;1
31232643;07.08.2019;1
31253904;07.08.2019;1
31247502;08.08.2019;2
31241022;08.08.2019;1
31253262;08.08.2019;1
27616296;08.08.2019;1
31244328;08.08.2019;1
31247682;08.08.2019;1
31250268;08.08.2019;2
31251507;08.08.2019;2
27430086;08.08.2019;1
30614646;08.08.2019;1
30446295;08.08.2019;1
27901560;08.08.2019;1
31234398;08.08.2019;1
31245063;08.08.2019;1
31240803;08.08.2019;1
31241403;29.08.2019;1
31228422;29.08.2019;1
31254009;08.08.2019;2
30850836;08.08.2019;1
31138737;08.08.2019;1
31260240;08.08.2019;1
31249629;08.08.2019;1
31253379;29.08.2019;1
31255209;29.08.2019;1
31250994;29.08.2019;1
31257822;08.08.2019;1
31241307;08.08.2019;1
31245495;09.08.2019;2
31253775;29.08.2019;1
31240410;29.08.2019;1
31243764;29.08.2019;1
31156386;29.08.2019;1
30465954;09.08.2019;1
31213359;09.08.2019;2
31241808;09.08.2019;1
31217265;09.08.2019;1
31262157;29.08.2019;1
31251783;29.08.2019;1
31261185;30.08.2019;1
31238808;30.08.2019;1
31262298;30.08.2019;2
31239096;30.08.2019;1
31248660;30.08.2019;1
31257036;30.08.2019;2
31228980;30.08.2019;1
31245876;30.08.2019;1
31247151;30.08.2019;1
30708663;30.08.2019;2
31234497;30.08.2019;1
31236684;30.08.2019;1
31252497;30.08.2019;1
31259862;30.08.2019;1
31253697;30.08.2019;1
31261143;30.08.2019;1
28055844;30.08.2019;1
31260267;30.08.2019;1
31252035;31.08.2019;1
31229241;31.08.2019;1
31219497;18.08.2019;1
31226058;31.08.2019;1
31236441;31.08.2019;1
31231842;18.08.2019;1
31231686;18.08.2019;1
31239024;18.08.2019;1
31249050;18.08.2019;1
31220463;31.08.2019;2
31181550;18.08.2019;1
31240971;18.08.2019;1
28181187;31.08.2019;1
31261476;18.08.2019;1
30664734;31.08.2019;1
31246035;31.08.2019;2
31224663;31.08.2019;2
31228692;18.08.2019;1
31256619;31.08.2019;1
31239003;31.08.2019;1
31252497;31.08.2019;1
31262055;19.08.2019;2
31240086;31.08.2019;1
31232064;19.08.2019;1
31243668;31.08.2019;1
31256598;19.08.2019;1
31281789;19.08.2019;1
31245873;19.08.2019;2
31245876;31.08.2019;1
31232379;31.08.2019;2
31259517;31.08.2019;1
30423111;31.08.2019;1
31238508;20.08.2019;2
31247016;20.08.2019;1
31240815;20.08.2019;1
31247307;20.08.2019;1
31250859;31.08.2019;2
31247766;20.08.2019;1
31238988;20.08.2019;1
31248423;21.08.2019;1
31249062;21.08.2019;1
31039347;21.08.2019;1
31231080;01.09.2019;2
31260234;21.08.2019;1
31243452;01.09.2019;1
31251873;21.08.2019;2
31236486;21.08.2019;1
31261230;01.09.2019;1
28115094;21.08.2019;1
31231146;21.08.2019;1
31259124;01.09.2019;1
31238661;21.08.2019;1
31241523;01.09.2019;1
31246599;21.08.2019;1
30683913;21.08.2019;1
31221708;01.09.2019;1
31258335;01.09.2019;1
31247475;01.09.2019;1
31252344;01.09.2019;1
31254267;01.09.2019;1
31231962;21.08.2019;1
30163392;21.08.2019;1
31255920;21.08.2019;1
31238190;21.08.2019;1
30374043;22.08.2019;1
31252257;02.09.2019;1
31221384;02.09.2019;1
31255620;02.09.2019;2
31260477;22.08.2019;1
28055844;22.08.2019;1
31243911;03.09.2019;1
31252749;22.08.2019;1
27614358;03.09.2019;1
31257531;03.09.2019;1
31261752;03.09.2019;3
31257618;22.08.2019;2
31249362;03.09.2019;1
31250466;22.08.2019;1
31287567;03.09.2019;1
31241460;03.09.2019;1
31252797;03.09.2019;1
31249242;22.08.2019;1
31248717;22.08.2019;1
31244088;04.09.2019;1
31248495;13.10.2019;1
31260351;04.09.2019;1
31244421;04.09.2019;1
31245990;04.09.2019;1
28181187;13.10.2019;1
31287567;04.09.2019;2
31240926;04.09.2019;1
31233060;04.09.2019;1
30354540;13.10.2019;1
31252920;13.10.2019;1
31244328;04.09.2019;1
31243455;13.10.2019;1
30441582;04.09.2019;1
31251792;04.09.2019;1
31243446;04.09.2019;1
31255293;13.10.2019;2
28115094;04.09.2019;1
31055424;04.09.2019;1
31247307;13.10.2019;2
31242408;04.09.2019;1
31248819;04.09.2019;1
31247094;04.09.2019;1
31234116;13.10.2019;1
31242429;22.08.2019;1
31251270;22.08.2019;1
31232667;22.08.2019;1
31255620;04.09.2019;1
31259979;22.08.2019;1
31248393;22.08.2019;1
31233039;05.09.2019;1
31252137;05.09.2019;1
31258491;05.09.2019;1
30680514;05.09.2019;1
31224801;05.09.2019;2
31241577;05.09.2019;1
31227240;23.08.2019;1
31254798;23.08.2019;1
31258032;05.09.2019;1
30654105;05.09.2019;2
30163392;23.08.2019;1
31260420;23.08.2019;1
31235523;05.09.2019;2
31218819;05.09.2019;1
31247040;23.08.2019;2
31255752;05.09.2019;1
31228926;05.09.2019;1
31235997;05.09.2019;1
31254861;05.09.2019;1
31254798;05.09.2019;1
31251153;23.08.2019;1
31234461;23.08.2019;1
31235631;23.08.2019;1
31234500;23.08.2019;1
31259862;05.09.2019;1
31257465;23.08.2019;2
31243752;23.08.2019;2
31239504;23.08.2019;1
31260351;23.08.2019;1
31244403;06.09.2019;1
31255425;24.08.2019;1
31250295;06.09.2019;1
31241574;24.08.2019;1
30233013;24.08.2019;1
31261338;06.09.2019;1
31229436;24.08.2019;1
31236582;24.08.2019;1
31246506;24.08.2019;1
31228155;06.09.2019;1
31246587;24.08.2019;1
31259997;24.08.2019;1
31176276;24.08.2019;1
31054512;06.09.2019;1
31239450;24.08.2019;1
31245918;06.09.2019;2
31196010;06.09.2019;1
31247799;24.08.2019;1
31226202;24.08.2019;1
31246500;24.08.2019;3
31238079;24.08.2019;1
31252413;24.08.2019;1
31262565;24.08.2019;1
31232478;07.09.2019;1
31270566;25.08.2019;1
30989376;25.08.2019;1
31255884;07.09.2019;1
31250877;25.08.2019;1
31261383;07.09.2019;1
31252143;25.08.2019;1
31247214;07.09.2019;1
31254981;25.08.2019;1
31257624;25.08.2019;2
31257471;25.08.2019;1
31230699;25.08.2019;1
31229928;25.08.2019;1
31225455;25.08.2019;2
31242882;25.08.2019;1
31256370;26.08.2019;2
31256853;26.08.2019;1
30647718;26.08.2019;1
31214394;19.09.2019;1
31223652;19.09.2019;1
31259625;19.09.2019;1
31256013;19.09.2019;1
28155438;19.09.2019;2
31229733;19.09.2019;1
27990984;26.08.2019;1
31228926;19.09.2019;1
31251294;26.08.2019;1
30413823;19.09.2019;1
30712794;19.09.2019;1
31230465;19.09.2019;1
31230231;19.09.2019;1
31003197;19.09.2019;1
31230096;27.08.2019;1
31277382;27.08.2019;1
31250400;27.08.2019;1
31232820;27.08.2019;1
30597453;20.09.2019;2
31254126;20.09.2019;1
31234500;20.09.2019;1
31283004;20.09.2019;1
31257459;20.09.2019;1
31254798;28.08.2019;1
30829062;20.09.2019;1
31237209;28.08.2019;1
30815940;28.08.2019;1
31236660;28.08.2019;1
31235652;20.09.2019;1
31238982;28.08.2019;1
31222893;20.09.2019;1
31245816;20.09.2019;1
31260591;28.08.2019;1
31255497;20.09.2019;1
31244847;28.08.2019;1
31257903;28.08.2019;2
31236450;21.09.2019;1
31242339;21.09.2019;1
31245063;28.08.2019;1
28015575;21.09.2019;2
31250643;28.08.2019;2
31260591;21.09.2019;1
31251270;28.08.2019;1
31252872;28.08.2019;1
31245384;21.09.2019;1
31259355;28.08.2019;1
31251582;21.09.2019;1
31245153;21.09.2019;1
31253439;28.08.2019;1
31245051;28.08.2019;1
31242477;28.08.2019;1
31248681;21.09.2019;1
31251864;21.09.2019;1
31261620;21.09.2019;1
31251633;21.09.2019;1
31241910;21.09.2019;1
31258176;21.09.2019;1
31261299;21.09.2019;1
31253022;22.09.2019;1
30618147;22.09.2019;1
30465954;22.09.2019;1
31227003;22.09.2019;2
31247439;22.09.2019;1
31250088;22.09.2019;1
31261599;22.09.2019;1
31251657;22.09.2019;1
31255599;22.09.2019;1
31247583;22.09.2019;1
31249713;22.09.2019;1
31249530;22.09.2019;1
31240773;07.09.2019;1
31235424;07.09.2019;1
31246290;07.09.2019;1
31237692;07.09.2019;1
31261854;23.09.2019;1
31260234;23.09.2019;1
31234302;23.09.2019;1
31235133;23.09.2019;1
31258335;07.09.2019;1
31219161;07.09.2019;1
31261230;07.09.2019;1
31241079;07.09.2019;1
31251633;24.09.2019;1
30208269;24.09.2019;2
31290054;24.09.2019;1
31225986;24.09.2019;1
30166278;24.09.2019;1
31233222;25.09.2019;1
30932706;08.09.2019;1
31248546;25.09.2019;1
31217031;08.09.2019;1
31212612;25.09.2019;1
27495288;25.09.2019;1
30874725;08.09.2019;1
31253802;08.09.2019;1
31262214;08.09.2019;1
31239504;25.09.2019;1
31260435;08.09.2019;1
31249437;25.09.2019;1
31260633;08.09.2019;1
31260987;25.09.2019;1
31246434;25.09.2019;1
31255458;08.09.2019;1
30460641;25.09.2019;1
31232775;25.09.2019;1
31261038;25.09.2019;1
31241640;25.09.2019;1
31256151;26.09.2019;1
31252398;26.09.2019;1
31261323;09.09.2019;1
31248858;09.09.2019;1
31251276;09.09.2019;1
31187718;09.09.2019;1
31055727;26.09.2019;1
31166832;09.09.2019;1
30458649;10.09.2019;1
31248228;26.09.2019;1
27798648;26.09.2019;1
31277382;26.09.2019;2
31252773;10.09.2019;1
31225740;26.09.2019;1
31249041;26.09.2019;1
31257288;10.09.2019;2
31253403;26.09.2019;1
31253697;10.09.2019;1
27374385;26.09.2019;2
31239897;26.09.2019;1
31248114;26.09.2019;1
31259751;26.09.2019;1
31231716;11.09.2019;1
31238586;11.09.2019;1
31254024;11.09.2019;2
31251459;27.09.2019;1
31224564;11.09.2019;1
31219434;27.09.2019;1
31248066;27.09.2019;1
31251168;11.09.2019;1
31235763;27.09.2019;1
31242738;11.09.2019;2
31241436;27.09.2019;1
31241142;27.09.2019;1
31246449;12.09.2019;1
31238586;12.09.2019;1
31249845;28.09.2019;1
31248675;28.09.2019;1
31251999;28.09.2019;1
31252296;28.09.2019;1
31262385;28.09.2019;2
31254870;28.09.2019;2
31246965;28.09.2019;1
31257435;12.09.2019;3
31249686;28.09.2019;1
28063863;12.09.2019;1
31247838;12.09.2019;1
31277706;12.09.2019;3
31248546;28.09.2019;2
28015575;12.09.2019;1
31250184;12.09.2019;1
31247022;28.09.2019;1
31163253;28.09.2019;1
31237101;12.09.2019;1
31244022;12.09.2019;1
31281222;12.09.2019;1
31246116;12.09.2019;2
31249305;29.09.2019;1
31243533;29.09.2019;1
31284249;13.09.2019;2
30574173;13.09.2019;1
31248873;29.09.2019;1
27817416;29.09.2019;1
31281750;13.09.2019;1
30359907;13.09.2019;1
31256889;29.09.2019;1
31259286;29.09.2019;1
31235424;13.09.2019;1
30746238;13.09.2019;1
27817416;30.09.2019;1
31238523;13.09.2019;1
31204182;13.09.2019;1
31242081;30.09.2019;1
31240494;13.09.2019;1
27986154;14.09.2019;1
31251579;14.09.2019;1
31244781;14.09.2019;1
31242663;14.09.2019;1
31245576;14.09.2019;1
31242699;14.09.2019;1
31255413;14.09.2019;1
31206468;14.09.2019;1
31275471;14.09.2019;1
31242090;14.09.2019;2
30508536;14.09.2019;1
31262193;14.09.2019;2
30871557;14.09.2019;1
31245579;14.09.2019;1
30489252;14.09.2019;1
31248567;14.09.2019;1
31246035;14.09.2019;1
31245222;15.09.2019;1
31215768;15.09.2019;1
31241820;15.09.2019;1
27624372;15.09.2019;1
31247214;15.09.2019;1
